subject_id	predicate_id	source_language	source_value	translation_language	translation_value	translator	translator_expertise	translation_status	translation_date	comment
MEDICNE:91b46399-e7eb-575b-8462-fb225ae94266	rdfs:label	ru	Календулы лекарственной цветки	en-us	Calendula officinalis flowers	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:91b81fbb-bc3c-5a37-8b4f-fad90d0d84a0	rdfs:label	ru	Ноноксинол	en-us	Nonoxynol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:91ca3bed-8e7b-5758-aa74-336af727634e	rdfs:label	ru	Варениклин	en-us	Vareniclin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:91ce0f95-d215-5bb0-8585-1d8c530b0503	rdfs:label	zh	地高辛注射液	en-us	Digoxin Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:91e99426-b66e-57ba-80c3-106171f8840c	rdfs:label	ru	Селексипаг	en-us	Selexipag	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:91f7f6c1-00c1-53cb-91cf-b0782550e635	rdfs:label	zh	贝前列素钠片	en-us	Beproxet Sodium Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:91fb6047-f484-5ddc-bca5-e3adbd1f2a05	rdfs:label	ru	Резорцин	en-us	Resorcinol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:91fd2859-e4d9-510d-afa9-1aaa95eacd8c	rdfs:label	ru	Метилэтилпиридинол	en-us	Methylethylpyridinol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92033051-4538-53a0-83e5-dde6fcda0213	rdfs:label	ru	Лакосамид	en-us	Lacosamide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:921ca2c6-170c-5716-861c-8c7183b1919d	rdfs:label	ru	Магнелис® В6	en-us	Magnelis® B6	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:922238dd-2dc6-544f-91b4-679f14e3072a	rdfs:label	ru	Антисол®	en-us	Antisol®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92232602-02b4-5f57-b508-caa05cdedfae	rdfs:label	ru	Убихинон композитум	en-us	Ubiquinone Compositum	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9237c987-bd1b-5079-bfd5-b17a840698b2	rdfs:label	zh	布洛芬注射液	en-us	Ibuprofen Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9238c2a2-7299-5f79-806f-19e91ed817e5	rdfs:label	ru	Пиперациллин+Тазобактам	en-us	Piperacillin + Tazobactam	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:923c8399-e8b0-5fff-944c-2fc0044ea480	rdfs:label	ru	омега-3-карбоновые кислоты	en-us	omega-3 carboxylic acids	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:924b5699-ea68-5e20-809e-a08f80073625	rdfs:label	ru	Эперизон	en-us	Eperisone	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:924d24a6-9e6e-5f96-a352-a56b6e219abb	rdfs:label	ru	Мелоксикам+Перца стручкового плодов настойка	en-us	Meloxicam + Capsicum Fructus Tincture	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92546d5d-4e7b-5d07-a2e9-6d137c9b37a2	rdfs:label	zh	布地奈德福莫特罗吸入粉雾剂（Ⅱ）	en-us	Budesonide/Formoterol Inhalation Powder (II)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:925e5bd1-0d33-5a44-9d4a-edc51f9b3418	rdfs:label	ru	Линкас® ОРВИ	en-us	Linkas® for Acute Respiratory Infections	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:925f7804-001a-54c5-9492-5e681b24097c	rdfs:label	zh	糠酸氟替卡松维兰特罗吸入粉雾剂(Ⅲ)	en-us	Fluticasone Furoate and Vilanterol Inhalation Powder (III)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9267f4de-f04c-55c8-8eb0-ca2a72966ead	rdfs:label	ru	Гинкго двулопастного листьев экстракт	en-us	Ginkgo biloba leaf extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:926844c0-3c70-50c6-b413-838cdd1bcd90	rdfs:label	ru	Стрепсилс®	en-us	Strepsils®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9270f318-8455-56c7-8a8e-93b804fdeb5a	rdfs:label	ru	Антитела к эндотелиальной NO синтазе аффинно очищенные	en-us	Affinity-purified antibodies against endothelial NO synthase	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:927173ef-7046-5734-a603-1b2c1fdc1494	rdfs:label	ru	ДОКТОР МОМ® ИНХАЙЛЕР	en-us	DOCTOR MOM® INHALER	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92977de5-d912-5ca7-908d-3e37ef15cf1b	rdfs:label	ru	Агриппал S1 (Вакцина гриппозная трехвалентная субъединичная очищенная инактивированная)	en-us	Agrippal S1 (Trivalent Subunit Purified Inactivated Influenza Vaccine)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:929a75ce-3ed8-5d83-b82d-42eff410925d	rdfs:label	ru	Мометазон	en-us	Mometasone	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:929e2f9f-e418-53ed-b7bc-1e2380e7af35	rdfs:label	ru	Декстрометорфан+Парацетамол+Фенилэфрин+Хлорфенамин	en-us	Dextromethorphan + Paracetamol + Phenylephrine + Chlorphenamine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92a59586-e210-5087-abe2-37d301cf9a0b	rdfs:label	ru	Солифенацин	en-us	Solifenacin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92adff77-64a5-58ee-9c92-e4b2123933b7	rdfs:label	zh	贝那普利氢氯噻嗪片	en-us	Benazepril and Hydrochlorothiazide Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92b1b5c3-c26e-5c9c-9080-e960d7535406	rdfs:label	ru	Аллерген из пыльцы райграса пастбищного для диагностики и лечения	en-us	Pasture ryegrass pollen allergen for diagnosis and treatment	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92b41843-9fa0-5c35-9945-3046db0e8e95	rdfs:label	zh	L-谷氨酰胺呱仑酸钠颗粒	en-us	Sodium L-Glutamine Gluconate Granules	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92be2de3-159c-5e07-8cd4-a18d55cd05d3	rdfs:label	zh	盐酸非索非那定干混悬剂	en-us	Fexofenadine Hydrochloride Dry Suspension	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92beb349-5ff1-52db-9c40-71a62653a895	rdfs:label	zh	注射用吲哚菁绿	en-us	Indocyanine Green for Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92bf2437-7582-55a2-8b07-df732a93081c	rdfs:label	ru	Диеногест+Этинилэстрадиол	en-us	Dienogest + Ethinylestradiol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92ca0f7d-f5fc-54cf-8174-a35425287c14	rdfs:label	ru	Фитовит®	en-us	FitoVit®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92d3061e-962d-5e3c-9850-77449cd432dc	rdfs:label	ru	Левомицетин	en-us	Levomycetin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92d30c18-e23e-5c93-bfe2-6bc9028d4d7b	rdfs:label	ru	Валерианы лекарственной корневища с корнями+Донника трава+Душицы обыкновенной трава+Пустырника трава+Тимьяна ползучего трава	en-us	Valerian officinalis rhizomes with roots + Sweet clover herb + Common oregano herb + Motherwort herb + Creeping thyme herb	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92d412e5-5d9a-5877-afcf-4bd21621febd	rdfs:label	ru	Калефлон	en-us	Calflon	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92d820de-b484-5300-ac59-dc774f51ae3d	rdfs:label	ru	Аллерген бруцеллезный жидкий (Бруцеллин)	en-us	Liquid Brucellosis Allergen (Brucellin)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:92f28f18-9bb8-57d3-8670-93ce98a8a8af	rdfs:label	ru	Якорцев стелющихся травы экстракт сухой	en-us	Dry extract of creeping anchor grass	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:930bcd56-b093-53ac-ac69-ea00375930f8	rdfs:label	ru	Дарунавир	en-us	Inner view	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:930d5b54-5532-5dbf-8458-239d5684afae	rdfs:label	ru	Лимонная кислота+Янтарная кислота	en-us	Citric Acid + Succinic Acid	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:931d46dc-1768-515f-895e-3fd07e49bd2d	rdfs:label	ru	Гриба березового экстракт+[Кобальта хлорид]	en-us	Birch Mushroom Extract + [Cobalt Chloride]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-08-13	DeepL
MEDICNE:93243c46-85aa-5681-a5dd-0b92960cf52b	rdfs:label	ru	Моксастин+[Кофеин]	en-us	Moxastin+[Caffeine]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9324ab2a-579b-5a07-b522-731f31d61811	rdfs:label	ru	Гидрохлоротиазид+Лизиноприл	en-us	Hydrochlorothiazide + Lisinopril	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9328e59f-6486-5fd7-86fb-16e3570bc573	rdfs:label	ru	Аира корневища+Валерианы лекарственной корневища с корнями+Крапивы двудомной листья+Крушины ольховидной кора+Мяты перечной листья	en-us	Calamus rhizomes + Valerian officinalis rhizomes with roots + Stinging nettle leaves + Alder buckthorn bark + Peppermint leaves	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:932d526c-b6f7-5096-a5a7-e8625f3728b7	rdfs:label	ru	Клофарабин	en-us	Clofarabine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:932f4d65-e005-543b-bed3-265f668c0982	rdfs:label	ru	Седальгин-Нео®	en-us	Sedalgin-Neo®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9332bbed-f644-564b-a4d9-d7d4c0e0f94f	rdfs:label	zh	奥替溴铵片	en-us	Ammonium Bromide Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93338ec8-71cb-5b80-b5d2-64deda80cfe0	rdfs:label	ru	Доппельгерц® Нервотоник	en-us	Doppelherz® Nervotonic	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93363aa3-9f8a-5e69-b4e8-aae9e93cb42f	rdfs:label	ru	Ринзасип®	en-us	Rinzasip®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:933d2a00-e69a-5b34-99f5-680b7c4d9cf0	rdfs:label	ru	Вальпроевая кислота	en-us	Valproic acid	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9350dfe2-ed25-5ede-a696-261c1fc55ed5	rdfs:label	ru	Олиговит®	en-us	Oligovit®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9353bc6d-5718-58b3-aaf9-2115b8a8877c	rdfs:label	ru	Имидазолилэтанамид пентандиовой кислоты	en-us	Pentanedioic acid imidazolyl ethanamide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:938085b1-9c21-5f80-8d16-f29a3e9c8ebf	rdfs:label	ru	Бификол сухой	en-us	Bifikol (dry)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:939285c8-4e5e-54b5-baeb-ccf0b9487d64	rdfs:label	zh	注射用比伐芦定	en-us	Bivalirudin for Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9393d872-9869-5a0d-8c9c-9f0474b6d8fd	rdfs:label	ru	Арника Arnica montana (Arnica)	en-us	Arnica montana (Arnica)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93a6c307-9d7f-542b-85de-fe5cde34399c	rdfs:label	ru	Ставудин	en-us	Stavudin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93a8e034-662a-5dfa-8250-cf6ecfce7084	rdfs:label	ru	Амлодипин+Телмисартан	en-us	Amlodipine + Telmisartan	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93ab83df-8a2a-55ee-920e-0157d4e2a804	rdfs:label	ru	Вакцина для профилактики пневмококковой инфекции полисахаридная (13-валентная, адсорбированная)	en-us	Pneumococcal Polysaccharide Vaccine (13-valent, adsorbed) for the Prevention of Pneumococcal Infection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93c12726-a702-5022-9927-ad9b11e67431	rdfs:label	zh	唑来膦酸注射液	en-us	Zoledronic Acid Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93cdf40c-c574-5bdb-842c-601a35b2b886	rdfs:label	ru	Нутрифлекс 70/180 липид	en-us	Nutriflex 70/180 Lipid	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93ce53f2-84c5-501d-a704-46488d37a73f	rdfs:label	ru	Каптоприл	en-us	Captopril	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93d2ee64-e27d-5865-a06d-41f29ec30c1e	rdfs:label	ru	Калия бромид	en-us	Potassium bromide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93d7444a-6e8e-5bc4-8ad7-62d40bd823ec	rdfs:label	zh	氯化锶[89Sr]注射液	en-us	Strontium Chloride [89Sr] Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93d970c7-b9b6-5411-9cb3-aa6ad8d023f4	rdfs:label	ru	Энисамия йодид	en-us	Enisamium iodide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:93fa0249-26fe-5ae7-8fab-8755857a3e08	rdfs:label	zh	维生素B6注射液	en-us	Vitamin B6 Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9400e6c1-105b-589d-9e21-3918e515abeb	rdfs:label	ru	Саквинавир	en-us	Saquinavir	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9404358c-fdf5-5382-8f4d-b901259f27cd	rdfs:label	ru	Фито Ново-Сед® экстракт сухой	en-us	Fito Novo-Sed® Dry Extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94427fd0-fe84-59af-992c-fcff25cbd15e	rdfs:label	ru	Пентетреотид	en-us	Pentetreotide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94495e1f-ccdf-5049-a5a7-f5c4bf32fc5d	rdfs:label	ru	Дипептивен	en-us	Digestive	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:944d081a-8614-56f6-976e-c413d7096fae	rdfs:label	ru	Мать-и-мачехи листья	en-us	Coltsfoot leaves	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9459c014-f7a2-513b-9a0d-51a7682578d8	rdfs:label	zh	诺氟沙星片	en-us	Norfloxacin Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9465c5bd-fa07-5fb1-97f2-92eeb34d37d4	rdfs:label	ru	Асептолин плюс	en-us	Aseptolin Plus	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94680ba8-9b7e-58de-b0ff-0bb7fd2e825b	rdfs:label	ru	абиратерона ацетат	en-us	arbitera acetate	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9470d131-5299-5365-a20a-dd567b4b7c51	rdfs:label	ru	Гендевит	en-us	Gendevit	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94772d88-f2b5-55f5-bd31-04ee0c82d071	rdfs:label	zh	醋酸地塞米松片	en-us	Dexamethasone Acetate Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:947b5e0b-d64b-5259-bcb4-6fb8a1659f85	rdfs:label	ru	Вакцина для профилактики кори	en-us	Measles Vaccine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9488ac2c-6b13-5c58-a5be-ffc0bca30ffb	rdfs:label	ru	Вакцина для профилактики менингококковой инфекции серогрупп A, C, W, Y, X, полисахаридная, конъюгированная	en-us	Vaccine for the prevention of meningococcal infection caused by serogroups A, C, W, Y, and X; polysaccharide-conjugated	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94907c2f-1318-54e7-a810-828c34d1f7d8	rdfs:label	zh	盐酸右哌甲酯缓释胶囊	en-us	Dupexetine Hydrochloride Extended-Release Capsules	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94910deb-710a-5d5e-a50b-0b8ecab908f0	rdfs:label	ru	Абисил	en-us	Abisil	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94911321-75b7-55b9-8436-637bc5e0e27d	rdfs:label	ru	Таденан®	en-us	Tadenan®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94b3a96e-ad8a-542c-a8cb-7f89f7bb22b3	rdfs:label	ru	Цефоперазон+Сульбактам	en-us	Cefoperazone + Sulbactam	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94b7418e-822c-5600-bc95-11029df812e9	rdfs:label	ru	Аспирин®-С	en-us	Aspirin®-C	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94bd29bc-05d0-5156-8b27-129189828b7f	rdfs:label	ru	Диклофенак+[Левоментол+Метилсалицилат]	en-us	Diclofenac + [Levomenthol + Methylsalicylate]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94be35a7-52b6-59e1-93a2-ee28dddb7315	rdfs:label	ru	Мефлохин	en-us	Mefloquine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94bf6475-babe-503a-9b86-76ea4b4c9d7b	rdfs:label	zh	注射用兰索拉唑	en-us	Lansoprazole for Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94c3788b-f0c7-55df-904d-826a617482d0	rdfs:label	ru	Натеглинид	en-us	Nateglinide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94cad195-69fd-5f1d-acb0-a979912712b5	rdfs:label	ru	Фуксин основной	en-us	Main Fuchsin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94e14cba-6ea0-5fb7-894b-7ef2b797d7ba	rdfs:label	ru	Олапариб	en-us	All right, then	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94edac6f-f19e-55a4-a98c-d960c532e21e	rdfs:label	ru	Аллерген из трески для диагностики	en-us	Cod Allergen for Diagnostic Purposes	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94f64c1e-9e34-50ce-9e6b-6bbf2a679335	rdfs:label	ru	Валерианы лекарственной корневищ с корнями настойка+Ландыша травы настойка	en-us	Valerian officinalis rhizomes with roots tincture + Lily of the valley herb tincture	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:94fc8610-a2a5-5cc2-8942-e11ce69a36a8	rdfs:label	ru	Эфтидерм	en-us	Eftiderm	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9508d548-2e5a-5a79-9263-a7203312fd73	rdfs:label	zh	头孢羟氨苄干混悬剂	en-us	Cefalexin Dry Suspension	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95133bc7-f934-5115-b0ce-f1e984e5fb32	rdfs:label	ru	Герпферон®	en-us	Herpferon®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95288d0c-de43-5b1a-a0ba-cd7394732d02	rdfs:label	ru	Линекс®	en-us	Linex®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:952d87dd-29c5-5ba6-b203-0d77203dd33d	rdfs:label	ru	Камфора+Хлоробутанол+Эвкалипта шарикового листьев масло+[Левоментол]	en-us	Camphor + Chlorobutanol + Eucalyptus globulus leaf oil + [Levomenthol]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:952f694b-d8e7-598a-b3a5-f35e2aa86070	rdfs:label	zh	阿莫西林克拉维酸钾片	en-us	Amoxicillin and Potassium Clavulanate Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9544a082-704e-57c0-9e56-2445cb4e1325	rdfs:label	ru	Диоксометилтетрагидропиримидин+Лидокаин+Офлоксацин	en-us	Dioxomethyltetrahydropyrimidine + Lidocaine + Ofloxacin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:954853f4-eae0-5ede-b433-3f8ae6a2f457	rdfs:label	ru	Декстроза	en-us	Dextrose	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:957269f2-249c-5336-9c0c-3c5c356f0958	rdfs:label	ru	АнГрикапс максима	en-us	Angricaps Maxim	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9578e306-5b86-5645-8112-6b02783d080b	rdfs:label	ru	Паглюферал®-1	en-us	Pagluferal®-1	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95875de1-9263-5953-b94b-4b74b8127ff6	rdfs:label	zh	盐酸格拉司琼片	en-us	Granisetron Hydrochloride Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95897c24-c408-511d-8da5-467c777d5319	rdfs:label	ru	Глутатион	en-us	Glutathione	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:958cec73-18eb-51f8-8370-66e114836245	rdfs:label	zh	硝呋太尔阴道片	en-us	Nitrofurantoin Vaginal Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9593e2b7-c818-5709-99c4-d23378be0a7c	rdfs:label	ru	Пептиды головного мозга свиньи	en-us	Peptides from the pig brain	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95a6fa75-a0db-5fd9-a9e3-7e6a6216bec3	rdfs:label	zh	普乐沙福注射液	en-us	Plesafor Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95a70896-d44f-50ef-b11e-7cfe5accdbda	rdfs:label	zh	阿司匹林肠溶片	en-us	Aspirin Enteric-Coated Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95b4b1f2-d81f-5491-8b4c-fd3cbd252491	rdfs:label	ru	Эваменол®	en-us	Evamenol®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95b5c4bc-401e-55b7-aebe-fe94ef813248	rdfs:label	ru	Липоевая кислота	en-us	Lipoic acid	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95bfce3a-01d2-599a-87ac-976a28b31b6e	rdfs:label	ru	Геделикс®	en-us	Gedelix®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95d27f33-f41a-5cac-892f-52dcc2e48d50	rdfs:label	zh	培哚普利氨氯地平片（I）	en-us	Perindopril and Amlodipine Tablets (I)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95da3d7f-104d-536d-92f3-1726b6b8cd57	rdfs:label	ru	Спирамицин	en-us	Spiramycin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95dcda89-cd64-59b0-bdd1-1786fe6c4955	rdfs:label	ru	Винпоцетин+Пирацетам	en-us	Vinpocetine + Piracetam	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:95ec57b5-28d4-54b5-b6d1-3b5cdb4107a4	rdfs:label	ru	Лития карбонат	en-us	Lithium carbonate	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:962ddcd6-5850-54ef-9205-f08299d1d867	rdfs:label	ru	Аскорбиновая кислота+Мальвы лесной цветков экстракт+Подорожника ланцетовидного листьев экстракт	en-us	Ascorbic acid + Wild mallow flower extract + Lanceolate plantain leaf extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:9631178f-f2f4-5e9d-8978-1908c87bbc27	rdfs:label	ru	Арника монтана (Арника)/Arniсa montana (Arniсa)	en-us	Arnica montana (Arnica)/Arnica montana (Arnica)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:96333055-8dbb-5147-9037-31e31ab9e4f9	rdfs:label	zh	帕拉米韦注射液	en-us	Pramivir Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:963c3e3e-846e-5621-ae97-2e233c06a292	rdfs:label	ru	(Золототысячника травы+Любистока лекарственного корневищ и корней+Розмарина лекарственного листьев) экстракт	en-us	(Goldenrod herb + Lovage rhizomes and roots + Rosemary leaves) extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
